record_id,title,year,doi,pmid,authors,decision,layer_tag,reason
ConstantA202033488462,Representation Wars: Enacting an Armistice Through Active Inference.,2020,10.3389/fpsyg.2020.598733,33488462,"Constant, A and Clark, A and Friston, KJ",exclude,,insufficient effort+outcome overlap
KerrP202133450429,"Occupational gender roles in relation to workplace stress, allostatic load, and mental health of psychiatric hospital workers.",2021,10.1016/j.jpsychores.2020.110352,33450429,"Kerr, P and Barbosa Da Torre, M and Giguère, CÉ and Lupien, SJ and Juster, RP",exclude,,insufficient effort+outcome overlap
BarbatoM202133442933,Looking within: Interoceptive sensibility in young adults with psychotic-like experiences.,2021,10.1111/eip.13117,33442933,"Barbato, M and Arora, T and Al Hemeiri, S and AlJassmi, MA",exclude,,insufficient effort+outcome overlap
CayounBA202033414739,Co-emergence Reinforcement and Its Relevance to Interoceptive Desensitization in Mindfulness and Therapies Aiming at Transdiagnostic Efficacy.,2020,10.3389/fpsyg.2020.545945,33414739,"Cayoun, BA and Shires, AG",exclude,,insufficient effort+outcome overlap
BaianoC202133404793,Linking perception of bodily states and cognitive control: the role of interoception in impulsive behaviour.,2021,10.1007/s00221-020-06022-3,33404793,"Baiano, C and Santangelo, G and Senese, VP and Di Mauro, G and Lauro, G and Piac",include,L4,effort:cognitive control; outcome:interocepti
BerntsonGG202133378653,Neural Circuits of Interoception.,2021,10.1016/j.tins.2020.09.011,33378653,"Berntson, GG and Khalsa, SS",exclude,,insufficient effort+outcome overlap
JonesSD202133375825,Predictive Processing and Developmental Language Disorder.,2021,10.1044/2020_JSLHR-20-00409,33375825,"Jones, SD and Westermann, G",exclude,,insufficient effort+outcome overlap
GerransP202039015778,Interoceptive active inference and self-representation in social anxiety disorder (SAD): exploring the neurocognitive traits of the SAD self.,2020,10.1093/nc/niaa026,39015778,"Gerrans, P and Murray, RJ",exclude,,insufficient effort+outcome overlap
StoicaT202033364926,Shared Characteristics of Intrinsic Connectivity Networks Underlying Interoceptive Awareness and Empathy.,2020,10.3389/fnhum.2020.571070,33364926,"Stoica, T and Depue, B",exclude,,insufficient effort+outcome overlap
HollyPW202033343801,"Interoception the foundation for: mind's sensing of 'self,' physiological responses, cognitive discrimination and dysregulation.",2020,10.1080/19420889.2020.1846922,33343801,"Holly, PW",exclude,,insufficient effort+outcome overlap
BekraterBodmannR202033343444,Interoceptive Awareness Is Negatively Related to the Exteroceptive Manipulation of Bodily Self-Location.,2020,10.3389/fpsyg.2020.562016,33343444,"Bekrater-Bodmann, R and Azevedo, RT and Ainley, V and Tsakiris, M",exclude,,insufficient effort+outcome overlap
ChameHF202033335499,A Hybrid Human-Neurorobotics Approach to Primary Intersubjectivity via Active Inference.,2020,10.3389/fpsyg.2020.584869,33335499,"Chame, HF and Ahmadi, A and Tani, J",exclude,,insufficient effort+outcome overlap
UenoD202033335482,Individual Differences in Interoceptive Accuracy Are Correlated With Salience Network Connectivity in Older Adults.,2020,10.3389/fnagi.2020.592002,33335482,"Ueno, D and Matsuoka, T and Kato, Y and Ayani, N and Maeda, S and Takeda, M and ",exclude,,insufficient effort+outcome overlap
RossiM202033186127,School-Based Meditation and Interoceptive Awareness Program for Preventing Somatic Symptoms: The Role of Emotional Awareness.,2020,,33186127,"Rossi, M and Rossi, S and Diari, L and Ciaramella, A",exclude,,insufficient effort+outcome overlap
ChenMH202033182742,Cognitive Fatigue Is Associated with Altered Functional Connectivity in Interoceptive and Reward Pathways in Multiple Sclerosis.,2020,10.3390/diagnostics10110930,33182742,"Chen, MH and DeLuca, J and Genova, HM and Yao, B and Wylie, GR",exclude,,insufficient effort+outcome overlap
ManettiR202133127462,Postural effects of interoceptive imagery as a function of hypnotizability.,2021,10.1016/j.physbeh.2020.113222,33127462,"Manetti, R and Manzoni, D and Orsini, P and Sebastiani, L and Santarcangelo, EL",exclude,,insufficient effort+outcome overlap
JarrahiB202033018329,Impact of Intravesical Cold Sensation on Functional Network Connectivity Estimated Using ICA at Rest & During Interoceptive Task.,2020,10.1109/EMBC44109.2020.9176391,33018329,"Jarrahi, B and Kollias, S",exclude,,insufficient effort+outcome overlap
DAmicoD202032892066,The association between allostatic load and cognitive function: A systematic and meta-analytic review.,2020,10.1016/j.psyneuen.2020.104849,32892066,"D'Amico, D and Amestoy, ME and Fiocco, AJ",exclude,,insufficient effort+outcome overlap
FlasinskiT202032849092,Altered Interoceptive Awareness in High Habitual Symptom Reporters and Patients With Somatoform Disorders.,2020,10.3389/fpsyg.2020.01859,32849092,"Flasinski, T and Dierolf, AM and Rost, S and Lutz, APC and Voderholzer, U and Ko",exclude,,insufficient effort+outcome overlap
PaciorekA202032849014,Vagus Nerve Stimulation as a Gateway to Interoception.,2020,10.3389/fpsyg.2020.01659,32849014,"Paciorek, A and Skora, L",exclude,,insufficient effort+outcome overlap
BisbyMA202032841761,Deficits in opioid receptor-mediated prediction error contribute to impaired fear extinction during adolescence.,2020,10.1016/j.brat.2020.103713,32841761,"Bisby, MA and Baker, KD and Richardson, R",exclude,,insufficient effort+outcome overlap
LeganesFonteneauM202132803824,Interoceptive signaling in alcohol cognitive biases: Role of family history and alliesthetic components.,2021,10.1111/adb.12952,32803824,"Leganes-Fonteneau, M and Buckman, J and Pawlak, A and Vaschillo, B and Vaschillo",exclude,,insufficient effort+outcome overlap
WangX202032738665,Intrinsic functional brain connectivity patterns underlying enhanced interoceptive sensibility.,2020,10.1016/j.jad.2020.07.032,32738665,"Wang, X and Tan, Y and Van den Bergh, O and von Leupoldt, A and Qiu, J",exclude,,insufficient effort+outcome overlap
SinclairAH202032720084,Closed-minded cognition: Right-wing authoritarianism is negatively related to belief updating following prediction error.,2020,10.3758/s13423-020-01767-y,32720084,"Sinclair, AH and Stanley, ML and Seli, P",exclude,,insufficient effort+outcome overlap
McMorrisT202032661840,Cognitive Fatigue Effects on Physical Performance: The Role of Interoception.,2020,10.1007/s40279-020-01320-w,32661840,"McMorris, T",exclude,,insufficient effort+outcome overlap
RansomM202032593013,Affect-biased attention and predictive processing.,2020,10.1016/j.cognition.2020.104370,32593013,"Ransom, M and Fazelpour, S and Markovic, J and Kryklywy, J and Thompson, ET and ",exclude,,insufficient effort+outcome overlap
CarterL202132544342,Evaluating Interoceptive Crossover between emotional and physical symptoms.,2021,10.1080/13548506.2020.1778748,32544342,"Carter, L and Ogden, J",exclude,,insufficient effort+outcome overlap
GajdosP202132538172,The association of different interoceptive dimensions with functional gastrointestinal symptoms.,2021,10.1177/1359105320929426,32538172,"Gajdos, P and Chrisztó, Z and Rigó, A",exclude,,insufficient effort+outcome overlap
SmithR202032508611,An Active Inference Approach to Modeling Structure Learning: Concept Learning as an Example Case.,2020,10.3389/fncom.2020.00041,32508611,"Smith, R and Schwartenbeck, P and Parr, T and Friston, KJ",exclude,,insufficient effort+outcome overlap
AllenM202032460937,Thinking through prior bodies: autonomic uncertainty and interoceptive self-inference.,2020,10.1017/S0140525X19002899,32460937,"Allen, M and Legrand, N and Costa Correa, CM and Fardo, F",exclude,,insufficient effort+outcome overlap
FazekasC202232430611,Interoceptive awareness and self-regulation contribute to psychosomatic competence as measured by a new inventory.,2022,10.1007/s00508-020-01670-5,32430611,"Fazekas, C and Avian, A and Noehrer, R and Matzer, F and Vajda, C and Hannich, H",exclude,,insufficient effort+outcome overlap
DarglAA202032415900,"Allostatic load, emotional hyper-reactivity, and functioning in individuals with bipolar disorder.",2020,10.1111/bdi.12927,32415900,"Dargél, AA and Volant, S and Brietzke, E and Etain, B and Olié, E and Azorin, JM",exclude,,insufficient effort+outcome overlap
JacquemotAMMC202032362843,The Role of Interoception in the Pathogenesis and Treatment of Anorexia Nervosa: A Narrative Review.,2020,10.3389/fpsyt.2020.00281,32362843,"Jacquemot, AMMC and Park, R",exclude,,insufficient effort+outcome overlap
CarboneJT202032329729,Neighborhood perceptions and allostatic load: Evidence from Midlife in the United States study.,2020,10.1016/j.healthplace.2019.102263,32329729,"Carbone, JT",exclude,,insufficient effort+outcome overlap
WalterH202032283274,Self-control and interoception: Linking the neural substrates of craving regulation and the prediction of aversive interoceptive states induced by inspiratory breathing restriction.,2020,10.1016/j.neuroimage.2020.116841,32283274,"Walter, H and Kausch, A and Dorfschmidt, L and Waller, L and Chinichian, N and V",exclude,,insufficient effort+outcome overlap
GaglB202032173410,An orthographic prediction error as the basis for efficient visual word recognition.,2020,10.1016/j.neuroimage.2020.116727,32173410,"Gagl, B and Sassenhagen, J and Haan, S and Gregorova, K and Richlan, F and Fieba",exclude,,insufficient effort+outcome overlap
ZuckerNL202032141642,"On bells, saliva, and abdominal pain or discomfort: Early aversive visceral conditioning and vulnerability for anorexia nervosa.",2020,10.1002/eat.23255,32141642,"Zucker, NL and Bulik, CM",exclude,,insufficient effort+outcome overlap
MaistoD201932055104,Caching mechanisms for habit formation in Active Inference.,2019,10.1016/j.neucom.2019.05.083,32055104,"Maisto, D and Friston, K and Pezzulo, G",exclude,,insufficient effort+outcome overlap
BarcaL202032034686,Keep your interoceptive streams under control: An active inference perspective on anorexia nervosa.,2020,10.3758/s13415-020-00777-6,32034686,"Barca, L and Pezzulo, G",exclude,,insufficient effort+outcome overlap
DobrushinaOR202031994733,The ability to understand emotions is associated with interoception-related insular activation and white matter integrity during aging.,2020,10.1111/psyp.13537,31994733,"Dobrushina, OR and Arina, GA and Dobrynina, LA and Suslina, AD and Solodchik, PO",exclude,,insufficient effort+outcome overlap
SmithR201931920873,Simulating Emotions: An Active Inference Model of Emotional State Inference and Emotion Concept Learning.,2019,10.3389/fpsyg.2019.02844,31920873,"Smith, R and Parr, T and Friston, KJ",exclude,,insufficient effort+outcome overlap
FreireADNF202031891890,Allostatic load and stress biomarkers in a sample of community-dwelling older adults.,2020,10.1016/j.archger.2019.104006,31891890,"Freire, ADNF and Barbosa, JFS and Pereira, DS and Gomes, CDS and Guerra, RO",exclude,,insufficient effort+outcome overlap
IbaezC202131846188,Interoception and alcohol addiction: Vagotomy induces long-lasting suppression of relapse-type behavior.,2021,10.1111/adb.12836,31846188,"Ibañez, C and Vicencio, S and Quintanilla, ME and Maldonado, P",exclude,,insufficient effort+outcome overlap
GonzalezCampoC202031778101,Fatigue in multiple sclerosis is associated with multimodal interoceptive abnormalities.,2020,10.1177/1352458519888881,31778101,"Gonzalez Campo, C and Salamone, PC and Rodríguez-Arriagada, N and Richter, F and",exclude,,insufficient effort+outcome overlap
SchoellerF201931757602,Enhancing human emotions with interoceptive technologies.,2019,10.1016/j.plrev.2019.10.008,31757602,"Schoeller, F and Haar, AJH and Jain, A and Maes, P",exclude,,insufficient effort+outcome overlap
WestfallS201931699313,Gut microbiota mediated allostasis prevents stress-induced neuroinflammatory risk factors of Alzheimer's disease.,2019,10.1016/bs.pmbts.2019.06.013,31699313,"Westfall, S and Iqbal, U and Sebastian, M and Pasinetti, GM",exclude,,insufficient effort+outcome overlap
GutirrezRobledoLM201931641727,Allostatic Load as a Biological Substrate to Intrinsic Capacity: A Secondary Analysis of CRELES.,2019,10.1007/s12603-019-1251-5,31641727,"Gutiérrez-Robledo, LM and García-Chanes, RE and Pérez-Zepeda, MU",exclude,,insufficient effort+outcome overlap
DuquetteP201931607993,"Working With the Predictable Life of Patients: The Importance of ""Mentalizing Interoception"" to Meaningful Change in Psychotherapy.",2019,10.3389/fpsyg.2019.02173,31607993,"Duquette, P and Ainley, V",exclude,,insufficient effort+outcome overlap
LinsonA201931564212,Reframing PTSD for computational psychiatry with the active inference framework.,2019,10.1080/13546805.2019.1665994,31564212,"Linson, A and Friston, K",exclude,,insufficient effort+outcome overlap
CrowKM202131558332,Vocal Congruence: The Voice and the Self Measured by Interoceptive Awareness.,2021,10.1016/j.jvoice.2019.08.027,31558332,"Crow, KM and van Mersbergen, M and Payne, AE",exclude,,insufficient effort+outcome overlap
KaminskiJ202031521336,Association of Cortical Glutamate and Working Memory Activation in Patients With Schizophrenia: A Multimodal Proton Magnetic Resonance Spectroscopy and Functional Magnetic Resonance Imaging Study.,2020,10.1016/j.biopsych.2019.07.011,31521336,"Kaminski, J and Gleich, T and Fukuda, Y and Katthagen, T and Gallinat, J and Hei",include,L2,effort:working memory; outcome:glutamate
SmithR201931518636,Neurocomputational mechanisms underlying emotional awareness: Insights afforded by deep active inference and their potential clinical relevance.,2019,10.1016/j.neubiorev.2019.09.002,31518636,"Smith, R and Lane, RD and Parr, T and Friston, KJ",exclude,,insufficient effort+outcome overlap
KubeT202031515055,Distorted Cognitive Processes in Major Depression: A Predictive Processing Perspective.,2020,10.1016/j.biopsych.2019.07.017,31515055,"Kube, T and Schwarting, R and Rozenkrantz, L and Glombiewski, JA and Rief, W",exclude,,insufficient effort+outcome overlap
BadcockPB201931511098,Tinkering with cognitive gadgets: Cultural evolutionary psychology meets active inference.,2019,10.1017/S0140525X19001018,31511098,"Badcock, PB and Constant, A and Ramstead, MJD",exclude,,insufficient effort+outcome overlap
SinclairAH201931506189,Prediction Error and Memory Reactivation: How Incomplete Reminders Drive Reconsolidation.,2019,10.1016/j.tins.2019.08.007,31506189,"Sinclair, AH and Barense, MD",exclude,,insufficient effort+outcome overlap
NarbutasJ201931503006,Cognitive efficiency in late midlife is linked to lifestyle characteristics and allostatic load.,2019,10.18632/aging.102243,31503006,"Narbutas, J and Egroo, MV and Chylinski, D and González, PV and Jimenez, CG and ",exclude,,insufficient effort+outcome overlap
QueirazzaF201931392266,Neural correlates of weighted reward prediction error during reinforcement learning classify response to cognitive behavioral therapy in depression.,2019,10.1126/sciadv.aav4962,31392266,"Queirazza, F and Fouragnan, E and Steele, JD and Cavanagh, J and Philiastides, M",exclude,,insufficient effort+outcome overlap
ParrT202031298270,Prefrontal Computation as Active Inference.,2020,10.1093/cercor/bhz118,31298270,"Parr, T and Rikhye, RV and Halassa, MM and Friston, KJ",exclude,,insufficient effort+outcome overlap
PiotrowskiP201931262574,Allostatic load index and its clinical correlates at various stages of psychosis.,2019,10.1016/j.schres.2019.06.009,31262574,"Piotrowski, P and Kotowicz, K and Rymaszewska, J and Beszłej, JA and Plichta, P ",exclude,,insufficient effort+outcome overlap
FavaGA201931252304,Clinical characterization of allostatic overload.,2019,10.1016/j.psyneuen.2019.05.028,31252304,"Fava, GA and McEwen, BS and Guidi, J and Gostoli, S and Offidani, E and Sonino, ",exclude,,insufficient effort+outcome overlap
IodiceP201931235576,An interoceptive illusion of effort induced by false heart-rate feedback.,2019,10.1073/pnas.1821032116,31235576,"Iodice, P and Porciello, G and Bufalari, I and Barca, L and Pezzulo, G",exclude,,insufficient effort+outcome overlap
GuX201931230144,Modeling subjective belief states in computational psychiatry: interoceptive inference as a candidate framework.,2019,10.1007/s00213-019-05300-5,31230144,"Gu, X and FitzGerald, THB and Friston, KJ",exclude,,insufficient effort+outcome overlap
KawanishiH201931178921,Cognitive behavioral therapy with interoceptive exposure and complementary video materials for irritable bowel syndrome (IBS): protocol for a multicenter randomized controlled trial in Japan.,2019,10.1186/s13030-019-0155-2,31178921,"Kawanishi, H and Sekiguchi, A and Funaba, M and Fujii, Y and Yoshiuchi, K and Ki",exclude,,insufficient effort+outcome overlap
KalbeF202031169402,Beyond arousal: Prediction error related to aversive events promotes episodic memory formation.,2020,10.1037/xlm0000728,31169402,"Kalbe, F and Schwabe, L",exclude,,insufficient effort+outcome overlap
ThomsonEM201931127781,"Air Pollution, Stress, and Allostatic Load: Linking Systemic and Central Nervous System Impacts.",2019,10.3233/JAD-190015,31127781,"Thomson, EM",exclude,,insufficient effort+outcome overlap
NicholsonT201931127487,"Interoception is Impaired in Children, But Not Adults, with Autism Spectrum Disorder.",2019,10.1007/s10803-019-04079-w,31127487,"Nicholson, T and Williams, D and Carpenter, K and Kallitsounaki, A",exclude,,insufficient effort+outcome overlap
SchultchenD201931125377,Interoceptive deficits in patients with obsessive-compulsive disorder in the time course of cognitive-behavioral therapy.,2019,10.1371/journal.pone.0217237,31125377,"Schultchen, D and Zaudig, M and Krauseneck, T and Berberich, G and Pollatos, O",exclude,,insufficient effort+outcome overlap
MatosTM201931073376,How stress mediators can cumulatively contribute to Alzheimer's disease An allostatic load approach.,2019,10.1590/1980-57642018dn13-010002,31073376,"Matos, TM and Souza-Talarico, JN",exclude,,insufficient effort+outcome overlap
OttinoGonzlezJ201930991312,Allostatic load and executive functions in overweight adults.,2019,10.1016/j.psyneuen.2019.04.009,30991312,"Ottino-González, J and Jurado, MA and García-García, I and Caldú, X and Prats-So",include,L4,effort:executive function; outcome:allostatic
SchwerdtfegerAR201930965059,"Interoceptive awareness and perceived control moderate the relationship between cognitive reappraisal, self-esteem, and cardiac activity in daily life.",2019,10.1016/j.ijpsycho.2019.04.003,30965059,"Schwerdtfeger, AR and Heene, S and Messner, EM",exclude,,insufficient effort+outcome overlap
OrioloG201930872094,Association of chronic inflammation and perceived stress with abnormal functional connectivity in brain areas involved with interoception in hepatitis C patients.,2019,10.1016/j.bbi.2019.03.008,30872094,"Oriolo, G and Blanco-Hinojo, L and Navines, R and Mariño, Z and Martín-Hernández",exclude,,insufficient effort+outcome overlap
BaltieriM201933266972,PID Control as a Process of Active Inference with Linear Generative Models.,2019,10.3390/e21030257,33266972,"Baltieri, M and Buckley, CL",exclude,,insufficient effort+outcome overlap
MachadoDGDS201930826388,"Can interoceptive accuracy influence maximal performance, physiological and perceptual responses to exercise?",2019,10.1016/j.physbeh.2019.02.038,30826388,"Machado, DGDS and Farias Junior, LF and Nascimento, PHDD and Tavares, MPM and An",exclude,,insufficient effort+outcome overlap
SalvatoG201930787367,Interoceptive sensibility tunes risk-taking behaviour when body-related stimuli come into play.,2019,10.1038/s41598-019-39061-0,30787367,"Salvato, G and De Maio, G and Bottini, G",exclude,,insufficient effort+outcome overlap
SullivanEDK201930708127,Maternal-induced shifts in allostatic demands: Reproductive experience alters emotional and cognitive biobehavioral responses in rats (Rattus norvegicus).,2019,10.1016/j.neulet.2019.01.048,30708127,"Sullivan, EDK and Kent, M and Thompson, B and Bardi, M and Lambert, K",exclude,,insufficient effort+outcome overlap
FristonKJ201930686712,"Passive motion and active inference: Commentary on ""Muscleless motor synergies and actions without movements: From motor neuroscience to cognitive robotics"" by Vishwanathan Mohan, Ajaz Bhat and Pietro Morasso.",2019,10.1016/j.plrev.2019.01.004,30686712,"Friston, KJ and Parr, T",exclude,,insufficient effort+outcome overlap
TannousJ201930625144,"Measures of possible allostatic load in comorbid cocaine and alcohol use disorder: Brain white matter integrity, telomere length, and anti-saccade performance.",2019,10.1371/journal.pone.0199729,30625144,"Tannous, J and Mwangi, B and Hasan, KM and Narayana, PA and Steinberg, JL and Wa",exclude,,insufficient effort+outcome overlap
SalesAC201930608922,Locus Coeruleus tracking of prediction errors optimises cognitive flexibility: An Active Inference model.,2019,10.1371/journal.pcbi.1006267,30608922,"Sales, AC and Friston, KJ and Jones, MW and Pickering, AE and Moran, RJ",exclude,,insufficient effort+outcome overlap
MizunoA201830572628,A Homeostatic Model of Subjective Cognitive Decline.,2018,10.3390/brainsci8120228,30572628,"Mizuno, A and Ly, M and Aizenstein, HJ",exclude,,insufficient effort+outcome overlap
KahlS201830559703,A Predictive Processing Model of Perception and Action for Self-Other Distinction.,2018,10.3389/fpsyg.2018.02421,30559703,"Kahl, S and Kopp, S",exclude,,insufficient effort+outcome overlap
WuX201930536788,Brain connection pattern under interoceptive attention state predict interoceptive intensity and subjective anxiety feeling.,2019,10.1002/hbm.24488,30536788,"Wu, X and Shi, L and Wei, D and Qiu, J",exclude,,insufficient effort+outcome overlap
FristonKJ201830369836,Active Inference and Cognitive Consistency.,2018,10.1080/1047840X.2018.1480693,30369836,"Friston, KJ",exclude,,insufficient effort+outcome overlap
PerryA201930279458,"Connectomics of bipolar disorder: a critical review, and evidence for dynamic instabilities within interoceptive networks.",2019,10.1038/s41380-018-0267-2,30279458,"Perry, A and Roberts, G and Mitchell, PB and Breakspear, M",exclude,,insufficient effort+outcome overlap
DermanRC201830224558,Sign-tracking is an expectancy-mediated behavior that relies on prediction error mechanisms.,2018,10.1101/lm.047365.118,30224558,"Derman, RC and Schneider, K and Juarez, S and Delamater, AR",exclude,,insufficient effort+outcome overlap
LasselinJ201830217536,Sickness behavior is not all about the immune response: Possible roles of expectations and prediction errors in the worry of being sick.,2018,10.1016/j.bbi.2018.09.008,30217536,"Lasselin, J and Petrovic, P and Olsson, MJ and Paues Göranson, S and Lekander, M",exclude,,insufficient effort+outcome overlap
BiehlM201830214404,Expanding the Active Inference Landscape: More Intrinsic Motivations in the Perception-Action Loop.,2018,10.3389/fnbot.2018.00045,30214404,"Biehl, M and Guckelsberger, C and Salge, C and Smith, SC and Polani, D",exclude,,insufficient effort+outcome overlap
HermanAM201830210421,Risk-Taking and Impulsivity: The Role of Mood States and Interoception.,2018,10.3389/fpsyg.2018.01625,30210421,"Herman, AM and Critchley, HD and Duka, T",exclude,,insufficient effort+outcome overlap
EulerMJ201830153441,Intelligence and uncertainty: Implications of hierarchical predictive processing for the neuroscience of cognitive ability.,2018,10.1016/j.neubiorev.2018.08.013,30153441,"Euler, MJ",exclude,,insufficient effort+outcome overlap
ChristensenDS201830126406,Parental socioeconomic position and midlife allostatic load: a study of potential mediators.,2018,10.1186/s12889-018-5956-x,30126406,"Christensen, DS and Flensborg-Madsen, T and Garde, E and Hansen, ÅM and Pedersen",exclude,,insufficient effort+outcome overlap
QuadtL201829974959,The neurobiology of interoception in health and disease.,2018,10.1111/nyas.13915,29974959,"Quadt, L and Critchley, HD and Garfinkel, SN",exclude,,insufficient effort+outcome overlap
ZamariolaG201829944964,Interoceptive accuracy scores from the heartbeat counting task are problematic: Evidence from simple bivariate correlations.,2018,10.1016/j.biopsycho.2018.06.006,29944964,"Zamariola, G and Maurage, P and Luminet, O and Corneille, O",exclude,,insufficient effort+outcome overlap
KhalsaSS201829884281,Interoception and Mental Health: A Roadmap.,2018,10.1016/j.bpsc.2017.12.004,29884281,"Khalsa, SS and Adolphs, R and Cameron, OG and Critchley, HD and Davenport, PW an",exclude,,insufficient effort+outcome overlap
WeissAR201829872384,Dorsal Anterior Cingulate Cortices Differentially Lateralize Prediction Errors and Outcome Valence in a Decision-Making Task.,2018,10.3389/fnhum.2018.00203,29872384,"Weiss, AR and Gillies, MJ and Philiastides, MG and Apps, MA and Whittington, MA ",exclude,,insufficient effort+outcome overlap
SantangeloG201829748110,Interoceptive processing deficit: A behavioral marker for subtyping Parkinson's disease.,2018,10.1016/j.parkreldis.2018.05.001,29748110,"Santangelo, G and Vitale, C and Baiano, C and D'Iorio, A and Longo, K and Barone",exclude,,insufficient effort+outcome overlap
PalserER201829742462,The link between interoceptive processing and anxiety in children diagnosed with autism spectrum disorder: Extending adult findings into a developmental sample.,2018,10.1016/j.biopsycho.2018.05.003,29742462,"Palser, ER and Fotopoulou, A and Pellicano, E and Kilner, JM",exclude,,insufficient effort+outcome overlap
AlbrechtMA201929709580,"Increased conflict-induced slowing, but no differences in conflict-induced positive or negative prediction error learning in patients with schizophrenia.",2019,10.1016/j.neuropsychologia.2018.04.031,29709580,"Albrecht, MA and Waltz, JA and Cavanagh, JF and Frank, MJ and Gold, JM",exclude,,insufficient effort+outcome overlap
HoltzK201929690770,Repeated Interoceptive Exposure in Individuals With High and Low Anxiety Sensitivity.,2019,10.1177/0145445518772269,29690770,"Holtz, K and Hamm, AO and Pané-Farré, CA",exclude,,insufficient effort+outcome overlap
MulCL201829644587,"The Feeling of Me Feeling for You: Interoception, Alexithymia and Empathy in Autism.",2018,10.1007/s10803-018-3564-3,29644587,"Mul, CL and Stagg, SD and Herbelin, B and Aspell, JE",exclude,,insufficient effort+outcome overlap
McMorrisT201829608992,Central fatigue theory and endurance exercise: Toward an interoceptive model.,2018,10.1016/j.neubiorev.2018.03.024,29608992,"McMorris, T and Barwood, M and Corbett, J",exclude,,insufficient effort+outcome overlap
OwensAP201829519640,Emotional orienting during interoceptive threat in orthostatic intolerance: Dysautonomic contributions to psychological symptomatology in the postural tachycardia syndrome and vasovagal syncope.,2018,10.1016/j.autneu.2018.01.004,29519640,"Owens, AP and Low, DA and Critchley, HD and Mathias, CJ",exclude,,insufficient effort+outcome overlap
VogelBO201829501387,Emotional context restores cortical prediction error responses in schizophrenia.,2018,10.1016/j.schres.2018.02.030,29501387,"Vogel, BO and Stasch, J and Walter, H and Neuhaus, AH",exclude,,insufficient effort+outcome overlap
PezzuloG201829475638,Hierarchical Active Inference: A Theory of Motivated Control.,2018,10.1016/j.tics.2018.01.009,29475638,"Pezzulo, G and Rigoli, F and Friston, KJ",exclude,,insufficient effort+outcome overlap
CrookZ201829451880,"Apolipoprotein E genotype does not moderate the associations of depressive symptoms, neuroticism and allostatic load with cognitive ability and cognitive aging in the Lothian Birth Cohort 1936.",2018,10.1371/journal.pone.0192604,29451880,"Crook, Z and Booth, T and Cox, SR and Corley, J and Dykiert, D and Redmond, P an",exclude,,insufficient effort+outcome overlap
NagaseAM201829431647,Neural Mechanisms for Adaptive Learned Avoidance of Mental Effort.,2018,10.1523/JNEUROSCI.1995-17.2018,29431647,"Nagase, AM and Onoda, K and Foo, JC and Haji, T and Akaishi, R and Yamaguchi, S ",exclude,,insufficient effort+outcome overlap
LiuCM201829421588,Homeostatic and non-homeostatic controls of feeding behavior: Distinct vs. common neural systems.,2018,10.1016/j.physbeh.2018.02.011,29421588,"Liu, CM and Kanoski, SE",exclude,,insufficient effort+outcome overlap
ManiscalcoJW201829412062,Vagal Interoceptive Modulation of Motivated Behavior.,2018,10.1152/physiol.00036.2017,29412062,"Maniscalco, JW and Rinaman, L",exclude,,insufficient effort+outcome overlap
OttinoGonzlezJ201729375342,Allostatic Load Is Linked to Cortical Thickness Changes Depending on Body-Weight Status.,2017,10.3389/fnhum.2017.00639,29375342,"Ottino-González, J and Jurado, MA and García-García, I and Segura, B and Marqués",exclude,,insufficient effort+outcome overlap
CoronadoJIC201829364177,Allostatic Load and Effort-Reward Imbalance: Associations over the Working-Career.,2018,10.3390/ijerph15020191,29364177,"Coronado, JIC and Chandola, T and Steptoe, A",exclude,,insufficient effort+outcome overlap
McCleeryA201829356009,"Hallucinations, neuroplasticity, and prediction errors in schizophrenia.",2018,10.1111/sjop.12413,29356009,"McCleery, A and Wynn, JK and Mathalon, DH and Roach, BJ and Green, MF",exclude,,insufficient effort+outcome overlap
LugoRG201829296103,Interoceptive sensitivity as a proxy for emotional intensity and its relationship with perseverative cognition.,2018,10.2147/PRBM.S139790,29296103,"Lugo, RG and Helkala, K and Knox, BJ and Jøsok, Ø and Lande, NM and Sütterlin, S",exclude,,insufficient effort+outcome overlap
YorisA201829271093,Multilevel convergence of interoceptive impairments in hypertension: New evidence of disrupted body-brain interactions.,2018,10.1002/hbm.23933,29271093,"Yoris, A and Abrevaya, S and Esteves, S and Salamone, P and Lori, N and Martorel",exclude,,insufficient effort+outcome overlap
VaccarinoSR201829235143,Allostatic load but not medical burden predicts memory performance in late-life bipolar disorder.,2018,10.1002/gps.4829,29235143,"Vaccarino, SR and Rajji, TK and Gildengers, AG and Waters, SES and Butters, MA a",exclude,,insufficient effort+outcome overlap
CarlssonRH201729167046,Changes in Allostatic Load during workplace reorganization.,2017,10.1016/j.jpsychores.2017.09.015,29167046,"Carlsson, RH and Hansen, ÅM and Nielsen, ML and Blønd, M and Netterstrøm, B",exclude,,insufficient effort+outcome overlap
MurphyJ201829154612,"Alexithymia is associated with a multidomain, multidimensional failure of interoception: Evidence from novel tests.",2018,10.1037/xge0000366,29154612,"Murphy, J and Catmur, C and Bird, G",exclude,,insufficient effort+outcome overlap
MashLE201729152038,Associations Between Interoceptive Cognition and Age in Autism Spectrum Disorder and Typical Development.,2017,10.1891/1945-8959.16.1.23,29152038,"Mash, LE and Schauder, KB and Cochran, C and Park, S and Cascio, CJ",exclude,,insufficient effort+outcome overlap
